Date,Country/Region,Confirmed,Deaths,Recovered,Active,No_Of_New_Cases,No_Of_New_Deaths,No_Of_New_Recovered,Latitude,Longtitude
2020-03-16,Bosnia and Herzegovina,25,0,0,25,1,0,0,43.915886,17.679076000000006
2020-03-17,Bosnia and Herzegovina,26,0,2,24,1,0,2,43.915886,17.679076000000006
2020-03-18,Bosnia and Herzegovina,38,0,2,36,12,0,0,43.915886,17.679076000000006
2020-03-19,Bosnia and Herzegovina,63,0,2,61,25,0,0,43.915886,17.679076000000006
2020-03-20,Bosnia and Herzegovina,89,0,2,87,26,0,0,43.915886,17.679076000000006
2020-03-21,Bosnia and Herzegovina,93,1,2,90,4,1,0,43.915886,17.679076000000006
2020-03-22,Bosnia and Herzegovina,126,1,2,123,33,0,0,43.915886,17.679076000000006
2020-03-23,Bosnia and Herzegovina,136,1,2,133,10,0,0,43.915886,17.679076000000006
2020-03-24,Bosnia and Herzegovina,166,3,2,161,30,2,0,43.915886,17.679076000000006
2020-03-25,Bosnia and Herzegovina,176,3,2,171,10,0,0,43.915886,17.679076000000006
2020-03-26,Bosnia and Herzegovina,191,3,2,186,15,0,0,43.915886,17.679076000000006
2020-03-27,Bosnia and Herzegovina,237,4,5,228,46,1,3,43.915886,17.679076000000006
2020-03-28,Bosnia and Herzegovina,258,5,5,248,21,1,0,43.915886,17.679076000000006
2020-03-29,Bosnia and Herzegovina,323,6,8,309,65,1,3,43.915886,17.679076000000006
2020-03-30,Bosnia and Herzegovina,368,10,17,341,45,4,9,43.915886,17.679076000000006
2020-03-31,Bosnia and Herzegovina,420,13,17,390,52,3,0,43.915886,17.679076000000006
2020-04-01,Bosnia and Herzegovina,459,13,19,427,39,0,2,43.915886,17.679076000000006
2020-04-02,Bosnia and Herzegovina,533,16,20,497,74,3,1,43.915886,17.679076000000006
2020-04-03,Bosnia and Herzegovina,579,17,27,535,46,1,7,43.915886,17.679076000000006
2020-04-04,Bosnia and Herzegovina,624,21,30,573,45,4,3,43.915886,17.679076000000006
2020-04-05,Bosnia and Herzegovina,654,23,30,601,30,2,0,43.915886,17.679076000000006
2020-04-06,Bosnia and Herzegovina,674,29,47,598,20,6,17,43.915886,17.679076000000006
2020-04-07,Bosnia and Herzegovina,764,33,68,663,90,4,21,43.915886,17.679076000000006
2020-04-08,Bosnia and Herzegovina,804,34,79,691,40,1,11,43.915886,17.679076000000006
2020-04-09,Bosnia and Herzegovina,858,35,101,722,54,1,22,43.915886,17.679076000000006
2020-04-10,Bosnia and Herzegovina,901,36,129,736,43,1,28,43.915886,17.679076000000006
2020-04-11,Bosnia and Herzegovina,946,37,139,770,45,1,10,43.915886,17.679076000000006
2020-04-12,Bosnia and Herzegovina,1009,39,193,777,63,2,54,43.915886,17.679076000000006
2020-04-13,Bosnia and Herzegovina,1037,39,206,792,28,0,13,43.915886,17.679076000000006
2020-04-14,Bosnia and Herzegovina,1083,40,236,807,46,1,30,43.915886,17.679076000000006
2020-04-15,Bosnia and Herzegovina,1110,41,253,816,27,1,17,43.915886,17.679076000000006
2020-04-16,Bosnia and Herzegovina,1167,43,277,847,57,2,24,43.915886,17.679076000000006
2020-04-17,Bosnia and Herzegovina,1214,46,320,848,47,3,43,43.915886,17.679076000000006
2020-04-18,Bosnia and Herzegovina,1268,47,338,883,54,1,18,43.915886,17.679076000000006
2020-04-19,Bosnia and Herzegovina,1285,48,347,890,17,1,9,43.915886,17.679076000000006
2020-04-20,Bosnia and Herzegovina,1309,49,381,879,24,1,34,43.915886,17.679076000000006
2020-04-21,Bosnia and Herzegovina,1342,51,437,854,33,2,56,43.915886,17.679076000000006
2020-04-22,Bosnia and Herzegovina,1368,53,460,855,26,2,23,43.915886,17.679076000000006
2020-04-23,Bosnia and Herzegovina,1413,54,485,874,45,1,25,43.915886,17.679076000000006
2020-04-24,Bosnia and Herzegovina,1421,55,538,828,8,1,53,43.915886,17.679076000000006
2020-04-25,Bosnia and Herzegovina,1486,57,592,837,65,2,54,43.915886,17.679076000000006
2020-04-26,Bosnia and Herzegovina,1516,59,624,833,30,2,32,43.915886,17.679076000000006
2020-04-27,Bosnia and Herzegovina,1565,60,659,846,49,1,35,43.915886,17.679076000000006
2020-04-28,Bosnia and Herzegovina,1585,63,682,840,20,3,23,43.915886,17.679076000000006
2020-04-29,Bosnia and Herzegovina,1677,65,710,902,92,2,28,43.915886,17.679076000000006
2020-04-30,Bosnia and Herzegovina,1757,69,727,961,80,4,17,43.915886,17.679076000000006
2020-05-01,Bosnia and Herzegovina,1781,70,755,956,24,1,28,43.915886,17.679076000000006
2020-05-02,Bosnia and Herzegovina,1839,72,779,988,58,2,24,43.915886,17.679076000000006
2020-05-03,Bosnia and Herzegovina,1857,77,825,955,18,5,46,43.915886,17.679076000000006
2020-05-04,Bosnia and Herzegovina,1926,78,855,993,69,1,30,43.915886,17.679076000000006
2020-05-05,Bosnia and Herzegovina,1946,79,911,956,20,1,56,43.915886,17.679076000000006
2020-05-06,Bosnia and Herzegovina,1987,86,928,973,41,7,17,43.915886,17.679076000000006
2020-05-07,Bosnia and Herzegovina,2027,90,954,983,40,4,26,43.915886,17.679076000000006
2020-05-08,Bosnia and Herzegovina,2070,98,960,1012,43,8,6,43.915886,17.679076000000006
2020-05-09,Bosnia and Herzegovina,2090,102,1059,929,20,4,99,43.915886,17.679076000000006
2020-05-10,Bosnia and Herzegovina,2117,107,1106,904,27,5,47,43.915886,17.679076000000006
2020-05-11,Bosnia and Herzegovina,2141,113,1114,914,24,6,8,43.915886,17.679076000000006
2020-05-12,Bosnia and Herzegovina,2158,117,1168,873,17,4,54,43.915886,17.679076000000006
2020-05-13,Bosnia and Herzegovina,2181,120,1228,833,23,3,60,43.915886,17.679076000000006
2020-01-22,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-01-23,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-01-24,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-01-25,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-01-26,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-01-27,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-01-28,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-01-29,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-01-30,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-01-31,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-02-01,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-02-02,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-02-03,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-02-04,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-02-05,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-02-06,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-02-07,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-02-08,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-02-09,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-02-10,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-02-11,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-02-12,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-02-13,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-02-14,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-02-15,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-02-16,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-02-17,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-02-18,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-02-19,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-02-20,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-02-21,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-02-22,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-02-23,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-02-24,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-02-25,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-02-26,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-02-27,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-02-28,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-02-29,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-03-01,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-03-02,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-03-03,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-03-04,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-03-05,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-03-06,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-03-07,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-03-08,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-03-09,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-03-10,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-03-11,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-03-12,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-03-13,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-03-14,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-03-15,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-03-16,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-03-17,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-03-18,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-03-19,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-03-20,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-03-21,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-03-22,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-03-23,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-03-24,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-03-25,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-03-26,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-03-27,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-03-28,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-03-29,Botswana,0,0,0,0,0,0,0,-22.328474,24.684866
2020-03-30,Botswana,3,0,0,3,3,0,0,-22.328474,24.684866
2020-03-31,Botswana,4,1,0,3,1,1,0,-22.328474,24.684866
2020-04-01,Botswana,4,1,0,3,0,0,0,-22.328474,24.684866
2020-04-02,Botswana,4,1,0,3,0,0,0,-22.328474,24.684866
2020-04-03,Botswana,4,1,0,3,0,0,0,-22.328474,24.684866
2020-04-04,Botswana,4,1,0,3,0,0,0,-22.328474,24.684866
2020-04-05,Botswana,6,1,0,5,2,0,0,-22.328474,24.684866
2020-04-06,Botswana,6,1,0,5,0,0,0,-22.328474,24.684866
2020-04-07,Botswana,6,1,0,5,0,0,0,-22.328474,24.684866
2020-04-08,Botswana,6,1,0,5,0,0,0,-22.328474,24.684866
2020-04-09,Botswana,13,1,0,12,7,0,0,-22.328474,24.684866
2020-04-10,Botswana,13,1,0,12,0,0,0,-22.328474,24.684866
2020-04-11,Botswana,13,1,0,12,0,0,0,-22.328474,24.684866
2020-04-12,Botswana,13,1,0,12,0,0,0,-22.328474,24.684866
2020-04-13,Botswana,13,1,0,12,0,0,0,-22.328474,24.684866
2020-04-14,Botswana,13,1,0,12,0,0,0,-22.328474,24.684866
2020-04-15,Botswana,13,1,0,12,0,0,0,-22.328474,24.684866
2020-04-16,Botswana,15,1,0,14,2,0,0,-22.328474,24.684866
2020-04-17,Botswana,15,1,0,14,0,0,0,-22.328474,24.684866
2020-04-18,Botswana,15,1,0,14,0,0,0,-22.328474,24.684866
2020-04-19,Botswana,20,1,0,19,5,0,0,-22.328474,24.684866
2020-04-20,Botswana,20,1,0,19,0,0,0,-22.328474,24.684866
2020-04-21,Botswana,20,1,0,19,0,0,0,-22.328474,24.684866
2020-04-22,Botswana,22,1,0,21,2,0,0,-22.328474,24.684866
2020-04-23,Botswana,22,1,0,21,0,0,0,-22.328474,24.684866
2020-04-24,Botswana,22,1,0,21,0,0,0,-22.328474,24.684866
2020-04-25,Botswana,22,1,0,21,0,0,0,-22.328474,24.684866
2020-04-26,Botswana,22,1,0,21,0,0,0,-22.328474,24.684866
2020-04-27,Botswana,22,1,0,21,0,0,0,-22.328474,24.684866
2020-04-28,Botswana,23,1,0,22,1,0,0,-22.328474,24.684866
2020-04-29,Botswana,23,1,5,17,0,0,5,-22.328474,24.684866
2020-04-30,Botswana,23,1,5,17,0,0,0,-22.328474,24.684866
2020-05-01,Botswana,23,1,8,14,0,0,3,-22.328474,24.684866
2020-05-02,Botswana,23,1,8,14,0,0,0,-22.328474,24.684866
2020-05-03,Botswana,23,1,8,14,0,0,0,-22.328474,24.684866
2020-05-04,Botswana,23,1,8,14,0,0,0,-22.328474,24.684866
2020-05-05,Botswana,23,1,8,14,0,0,0,-22.328474,24.684866
2020-05-06,Botswana,23,1,8,14,0,0,0,-22.328474,24.684866
2020-05-07,Botswana,23,1,9,13,0,0,1,-22.328474,24.684866
2020-05-08,Botswana,23,1,9,13,0,0,0,-22.328474,24.684866
2020-05-09,Botswana,23,1,12,10,0,0,3,-22.328474,24.684866
2020-05-10,Botswana,23,1,12,10,0,0,0,-22.328474,24.684866
2020-05-11,Botswana,24,1,12,11,1,0,0,-22.328474,24.684866
2020-05-12,Botswana,24,1,17,6,0,0,5,-22.328474,24.684866
2020-05-13,Botswana,24,1,17,6,0,0,0,-22.328474,24.684866
2020-01-22,Brazil,0,0,0,0,0,0,0,-14.235004,-51.92528
2020-01-23,Brazil,0,0,0,0,0,0,0,-14.235004,-51.92528
2020-01-24,Brazil,0,0,0,0,0,0,0,-14.235004,-51.92528
2020-01-25,Brazil,0,0,0,0,0,0,0,-14.235004,-51.92528
2020-01-26,Brazil,0,0,0,0,0,0,0,-14.235004,-51.92528
2020-01-27,Brazil,0,0,0,0,0,0,0,-14.235004,-51.92528
2020-01-28,Brazil,0,0,0,0,0,0,0,-14.235004,-51.92528
2020-01-29,Brazil,0,0,0,0,0,0,0,-14.235004,-51.92528
2020-01-30,Brazil,0,0,0,0,0,0,0,-14.235004,-51.92528
2020-01-31,Brazil,0,0,0,0,0,0,0,-14.235004,-51.92528
2020-02-01,Brazil,0,0,0,0,0,0,0,-14.235004,-51.92528
2020-02-02,Brazil,0,0,0,0,0,0,0,-14.235004,-51.92528
2020-02-03,Brazil,0,0,0,0,0,0,0,-14.235004,-51.92528
2020-02-04,Brazil,0,0,0,0,0,0,0,-14.235004,-51.92528
2020-02-05,Brazil,0,0,0,0,0,0,0,-14.235004,-51.92528
2020-02-06,Brazil,0,0,0,0,0,0,0,-14.235004,-51.92528
2020-02-07,Brazil,0,0,0,0,0,0,0,-14.235004,-51.92528
2020-02-08,Brazil,0,0,0,0,0,0,0,-14.235004,-51.92528
2020-02-09,Brazil,0,0,0,0,0,0,0,-14.235004,-51.92528
2020-02-10,Brazil,0,0,0,0,0,0,0,-14.235004,-51.92528
2020-02-11,Brazil,0,0,0,0,0,0,0,-14.235004,-51.92528
2020-02-12,Brazil,0,0,0,0,0,0,0,-14.235004,-51.92528
2020-02-13,Brazil,0,0,0,0,0,0,0,-14.235004,-51.92528
2020-02-14,Brazil,0,0,0,0,0,0,0,-14.235004,-51.92528
2020-02-15,Brazil,0,0,0,0,0,0,0,-14.235004,-51.92528
2020-02-16,Brazil,0,0,0,0,0,0,0,-14.235004,-51.92528
2020-02-17,Brazil,0,0,0,0,0,0,0,-14.235004,-51.92528
2020-02-18,Brazil,0,0,0,0,0,0,0,-14.235004,-51.92528
2020-02-19,Brazil,0,0,0,0,0,0,0,-14.235004,-51.92528
2020-02-20,Brazil,0,0,0,0,0,0,0,-14.235004,-51.92528
2020-02-21,Brazil,0,0,0,0,0,0,0,-14.235004,-51.92528
2020-02-22,Brazil,0,0,0,0,0,0,0,-14.235004,-51.92528
2020-02-23,Brazil,0,0,0,0,0,0,0,-14.235004,-51.92528
2020-02-24,Brazil,0,0,0,0,0,0,0,-14.235004,-51.92528
2020-02-25,Brazil,0,0,0,0,0,0,0,-14.235004,-51.92528
2020-02-26,Brazil,1,0,0,1,1,0,0,-14.235004,-51.92528
2020-02-27,Brazil,1,0,0,1,0,0,0,-14.235004,-51.92528
2020-02-28,Brazil,1,0,0,1,0,0,0,-14.235004,-51.92528
2020-02-29,Brazil,2,0,0,2,1,0,0,-14.235004,-51.92528
2020-03-01,Brazil,2,0,0,2,0,0,0,-14.235004,-51.92528
2020-03-02,Brazil,2,0,0,2,0,0,0,-14.235004,-51.92528
2020-03-03,Brazil,2,0,0,2,0,0,0,-14.235004,-51.92528
2020-03-04,Brazil,4,0,0,4,2,0,0,-14.235004,-51.92528
2020-03-05,Brazil,4,0,0,4,0,0,0,-14.235004,-51.92528
2020-03-06,Brazil,13,0,0,13,9,0,0,-14.235004,-51.92528
2020-03-07,Brazil,13,0,0,13,0,0,0,-14.235004,-51.92528
2020-03-08,Brazil,20,0,0,20,7,0,0,-14.235004,-51.92528
2020-03-09,Brazil,25,0,0,25,5,0,0,-14.235004,-51.92528
2020-03-10,Brazil,31,0,0,31,6,0,0,-14.235004,-51.92528
2020-03-11,Brazil,38,0,0,38,7,0,0,-14.235004,-51.92528
2020-03-12,Brazil,52,0,0,52,14,0,0,-14.235004,-51.92528
2020-03-13,Brazil,151,0,0,151,99,0,0,-14.235004,-51.92528
2020-03-14,Brazil,151,0,0,151,0,0,0,-14.235004,-51.92528
2020-03-15,Brazil,162,0,0,162,11,0,0,-14.235004,-51.92528
2020-03-16,Brazil,200,0,1,199,38,0,1,-14.235004,-51.92528
2020-03-17,Brazil,321,1,2,318,121,1,1,-14.235004,-51.92528
2020-03-18,Brazil,372,3,2,367,51,2,0,-14.235004,-51.92528
2020-03-19,Brazil,621,6,2,613,249,3,0,-14.235004,-51.92528
2020-03-20,Brazil,793,11,2,780,172,5,0,-14.235004,-51.92528
2020-03-21,Brazil,1021,15,2,1004,228,4,0,-14.235004,-51.92528
2020-03-22,Brazil,1546,25,2,1519,525,10,0,-14.235004,-51.92528
2020-03-23,Brazil,1924,34,2,1888,378,9,0,-14.235004,-51.92528
2020-03-24,Brazil,2247,46,2,2199,323,12,0,-14.235004,-51.92528
2020-03-25,Brazil,2554,59,2,2493,307,13,0,-14.235004,-51.92528
2020-03-26,Brazil,2985,77,6,2902,431,18,4,-14.235004,-51.92528
2020-03-27,Brazil,3417,92,6,3319,432,15,0,-14.235004,-51.92528
2020-03-28,Brazil,3904,111,6,3787,487,19,0,-14.235004,-51.92528
2020-03-29,Brazil,4256,136,6,4114,352,25,0,-14.235004,-51.92528
2020-03-30,Brazil,4579,159,120,4300,323,23,114,-14.235004,-51.92528
2020-03-31,Brazil,5717,201,127,5389,1138,42,7,-14.235004,-51.92528
2020-04-01,Brazil,6836,240,127,6469,1119,39,0,-14.235004,-51.92528
2020-04-02,Brazil,8044,324,127,7593,1208,84,0,-14.235004,-51.92528
2020-04-03,Brazil,9056,359,127,8570,1012,35,0,-14.235004,-51.92528
2020-04-04,Brazil,10360,445,127,9788,1304,86,0,-14.235004,-51.92528
2020-04-05,Brazil,11130,486,127,10517,770,41,0,-14.235004,-51.92528
2020-04-06,Brazil,12161,564,127,11470,1031,78,0,-14.235004,-51.92528
2020-04-07,Brazil,14034,686,127,13221,1873,122,0,-14.235004,-51.92528
2020-04-08,Brazil,16170,819,127,15224,2136,133,0,-14.235004,-51.92528
2020-04-09,Brazil,18092,950,173,16969,1922,131,46,-14.235004,-51.92528
2020-04-10,Brazil,19638,1057,173,18408,1546,107,0,-14.235004,-51.92528
2020-04-11,Brazil,20727,1124,173,19430,1089,67,0,-14.235004,-51.92528
2020-04-12,Brazil,22192,1223,173,20796,1465,99,0,-14.235004,-51.92528
2020-04-13,Brazil,23430,1328,173,21929,1238,105,0,-14.235004,-51.92528
2020-04-14,Brazil,25262,1532,3046,20684,1832,204,2873,-14.235004,-51.92528
2020-04-15,Brazil,28320,1736,14026,12558,3058,204,10980,-14.235004,-51.92528
2020-04-16,Brazil,30425,1924,14026,14475,2105,188,0,-14.235004,-51.92528
2020-04-17,Brazil,33682,2141,14026,17515,3257,217,0,-14.235004,-51.92528
2020-04-18,Brazil,36658,2354,14026,20278,2976,213,0,-14.235004,-51.92528
2020-04-19,Brazil,38654,2462,22130,14062,1996,108,8104,-14.235004,-51.92528
2020-04-20,Brazil,40743,2587,22130,16026,2089,125,0,-14.235004,-51.92528
2020-04-21,Brazil,43079,2741,22991,17347,2336,154,861,-14.235004,-51.92528
2020-04-22,Brazil,45757,2906,25318,17533,2678,165,2327,-14.235004,-51.92528
2020-04-23,Brazil,50036,3331,26573,20132,4279,425,1255,-14.235004,-51.92528
2020-04-24,Brazil,54043,3704,27655,22684,4007,373,1082,-14.235004,-51.92528
2020-04-25,Brazil,59324,4057,29160,26107,5281,353,1505,-14.235004,-51.92528
2020-04-26,Brazil,63100,4286,30152,28662,3776,229,992,-14.235004,-51.92528
2020-04-27,Brazil,67446,4603,31142,31701,4346,317,990,-14.235004,-51.92528
2020-04-28,Brazil,73235,5083,32544,35608,5789,480,1402,-14.235004,-51.92528
2020-04-29,Brazil,79685,5513,34132,40040,6450,430,1588,-14.235004,-51.92528
2020-04-30,Brazil,87187,6006,35935,45246,7502,493,1803,-14.235004,-51.92528
2020-05-01,Brazil,92202,6412,38039,47751,5015,406,2104,-14.235004,-51.92528
2020-05-02,Brazil,97100,6761,40937,49402,4898,349,2898,-14.235004,-51.92528
2020-05-03,Brazil,101826,7051,42991,51784,4726,290,2054,-14.235004,-51.92528
2020-05-04,Brazil,108620,7367,45815,55438,6794,316,2824,-14.235004,-51.92528
2020-05-05,Brazil,115455,7938,48221,59296,6835,571,2406,-14.235004,-51.92528
2020-05-06,Brazil,126611,8588,51370,66653,11156,650,3149,-14.235004,-51.92528
2020-05-07,Brazil,135773,9190,55350,71233,9162,602,3980,-14.235004,-51.92528
2020-05-08,Brazil,146894,10017,59297,77580,11121,827,3947,-14.235004,-51.92528
2020-05-09,Brazil,156061,10656,61685,83720,9167,639,2388,-14.235004,-51.92528
2020-05-10,Brazil,162699,11123,64957,86619,6638,467,3272,-14.235004,-51.92528
2020-05-11,Brazil,169594,11653,67384,90557,6895,530,2427,-14.235004,-51.92528
2020-05-12,Brazil,178214,12461,72597,93156,8620,808,5213,-14.235004,-51.92528
2020-05-13,Brazil,190137,13240,78424,98473,11923,779,5827,-14.235004,-51.92528
2020-01-22,Brunei,0,0,0,0,0,0,0,4.535277,114.72766899999999
2020-01-23,Brunei,0,0,0,0,0,0,0,4.535277,114.72766899999999
2020-01-24,Brunei,0,0,0,0,0,0,0,4.535277,114.72766899999999
2020-01-25,Brunei,0,0,0,0,0,0,0,4.535277,114.72766899999999
2020-01-26,Brunei,0,0,0,0,0,0,0,4.535277,114.72766899999999
2020-01-27,Brunei,0,0,0,0,0,0,0,4.535277,114.72766899999999
2020-01-28,Brunei,0,0,0,0,0,0,0,4.535277,114.72766899999999
2020-01-29,Brunei,0,0,0,0,0,0,0,4.535277,114.72766899999999
2020-01-30,Brunei,0,0,0,0,0,0,0,4.535277,114.72766899999999
2020-01-31,Brunei,0,0,0,0,0,0,0,4.535277,114.72766899999999
2020-02-01,Brunei,0,0,0,0,0,0,0,4.535277,114.72766899999999
2020-02-02,Brunei,0,0,0,0,0,0,0,4.535277,114.72766899999999
2020-02-03,Brunei,0,0,0,0,0,0,0,4.535277,114.72766899999999
2020-02-04,Brunei,0,0,0,0,0,0,0,4.535277,114.72766899999999
2020-02-05,Brunei,0,0,0,0,0,0,0,4.535277,114.72766899999999
2020-02-06,Brunei,0,0,0,0,0,0,0,4.535277,114.72766899999999
2020-02-07,Brunei,0,0,0,0,0,0,0,4.535277,114.72766899999999
2020-02-08,Brunei,0,0,0,0,0,0,0,4.535277,114.72766899999999
2020-02-09,Brunei,0,0,0,0,0,0,0,4.535277,114.72766899999999
2020-02-10,Brunei,0,0,0,0,0,0,0,4.535277,114.72766899999999
2020-02-11,Brunei,0,0,0,0,0,0,0,4.535277,114.72766899999999
2020-02-12,Brunei,0,0,0,0,0,0,0,4.535277,114.72766899999999
2020-02-13,Brunei,0,0,0,0,0,0,0,4.535277,114.72766899999999
2020-02-14,Brunei,0,0,0,0,0,0,0,4.535277,114.72766899999999
2020-02-15,Brunei,0,0,0,0,0,0,0,4.535277,114.72766899999999
2020-02-16,Brunei,0,0,0,0,0,0,0,4.535277,114.72766899999999
2020-02-17,Brunei,0,0,0,0,0,0,0,4.535277,114.72766899999999
2020-02-18,Brunei,0,0,0,0,0,0,0,4.535277,114.72766899999999
2020-02-19,Brunei,0,0,0,0,0,0,0,4.535277,114.72766899999999
2020-02-20,Brunei,0,0,0,0,0,0,0,4.535277,114.72766899999999
2020-02-21,Brunei,0,0,0,0,0,0,0,4.535277,114.72766899999999
2020-02-22,Brunei,0,0,0,0,0,0,0,4.535277,114.72766899999999
2020-02-23,Brunei,0,0,0,0,0,0,0,4.535277,114.72766899999999
2020-02-24,Brunei,0,0,0,0,0,0,0,4.535277,114.72766899999999
2020-02-25,Brunei,0,0,0,0,0,0,0,4.535277,114.72766899999999
2020-02-26,Brunei,0,0,0,0,0,0,0,4.535277,114.72766899999999
2020-02-27,Brunei,0,0,0,0,0,0,0,4.535277,114.72766899999999
2020-02-28,Brunei,0,0,0,0,0,0,0,4.535277,114.72766899999999
2020-02-29,Brunei,0,0,0,0,0,0,0,4.535277,114.72766899999999
2020-03-01,Brunei,0,0,0,0,0,0,0,4.535277,114.72766899999999
2020-03-02,Brunei,0,0,0,0,0,0,0,4.535277,114.72766899999999
2020-03-03,Brunei,0,0,0,0,0,0,0,4.535277,114.72766899999999
2020-03-04,Brunei,0,0,0,0,0,0,0,4.535277,114.72766899999999
2020-03-05,Brunei,0,0,0,0,0,0,0,4.535277,114.72766899999999
2020-03-06,Brunei,0,0,0,0,0,0,0,4.535277,114.72766899999999
2020-03-07,Brunei,0,0,0,0,0,0,0,4.535277,114.72766899999999
2020-03-08,Brunei,0,0,0,0,0,0,0,4.535277,114.72766899999999
2020-03-09,Brunei,1,0,0,1,1,0,0,4.535277,114.72766899999999
2020-03-10,Brunei,1,0,0,1,0,0,0,4.535277,114.72766899999999
2020-03-11,Brunei,11,0,0,11,10,0,0,4.535277,114.72766899999999
2020-03-12,Brunei,11,0,0,11,0,0,0,4.535277,114.72766899999999
2020-03-13,Brunei,37,0,0,37,26,0,0,4.535277,114.72766899999999
2020-03-14,Brunei,40,0,0,40,3,0,0,4.535277,114.72766899999999
2020-03-15,Brunei,50,0,0,50,10,0,0,4.535277,114.72766899999999
2020-03-16,Brunei,54,0,0,54,4,0,0,4.535277,114.72766899999999
2020-03-17,Brunei,56,0,0,56,2,0,0,4.535277,114.72766899999999
2020-03-18,Brunei,68,0,0,68,12,0,0,4.535277,114.72766899999999
2020-03-19,Brunei,75,0,0,75,7,0,0,4.535277,114.72766899999999
2020-03-20,Brunei,78,0,1,77,3,0,1,4.535277,114.72766899999999
2020-03-21,Brunei,83,0,2,81,5,0,1,4.535277,114.72766899999999
2020-03-22,Brunei,88,0,2,86,5,0,0,4.535277,114.72766899999999
